Q656,Q4363833
Q649,
Q2378753,
Q656,
Q1132624,
Q215423,
Q215423,
Q10856887,
Q656,
Q382500,
Q656,
Q656,
Q215423,
Q215423,
Q656,
Q159,Q34266
Q649,
Q159,Q34266
Q1540306,
Q4339087,
Q4091585,
Q382500,
Q382500,
Q42308,
Q656,
Q656,
Q626,
Q656,
Q205653,
Q30,
Q656,
Q1991971,
Q656,
Q649,
Q649,
,
,
Q649,
Q148,
Q613676,
Q4338672,
Q90,
Q33959,
Q90,
Q577854,
Q649,
Q577854,
Q9248,
Q9248,
Q649,
Q649,
Q577854,
Q649,
Q9248,
Q649,
Q9248,
Q157053,
Q649,
Q908,
Q7835,
Q7525,
Q5239,
Q175452,
Q3426,
Q3426,
Q1874,
Q9248,
Q649,
Q649,
Q649,
Q908,
Q9248,
Q18869,
Q269373,
Q90,
Q90,
Q4244876,
Q592880,
Q90,
Q649,
Q649,
Q1543046,
Q90,
Q90,
Q550,
Q33959,
Q33959,
Q1020157,
Q148,
Q90,
Q649,
Q649,
Q649,
Q148,
Q8686,
Q90,
Q90,
Q649,
Q649,
Q33959,
Q15,
Q649,
Q649,
Q656,
Q649,
Q33959,
Q33959,
Q45240,
Q8686,
Q8686,
Q8686,
Q8686,
Q8686,
Q649,
Q8686,
Q3544,
,
Q262,
Q948,
Q908,
Q3426,
Q908,
Q649,
,
Q626,
,
Q649,
Q90,
Q908,
Q142,
Q90,
Q21644442,
Q649,
Q8686,
Q8686,
Q33959,
,
Q656,
Q159,Q34266
Q656,
Q656,
Q1540303,
Q1540303,
Q5332,
Q656,
Q656,Q4363833
Q656,Q4363833
Q5540,
Q656,
Q656,
Q1540303,
Q1540303,
Q656,
Q656,
Q656,
Q656,
Q656,
Q656,
Q90,
Q656,
Q656,
Q656,
Q656,
Q4375356,
Q1991971,
Q4375356,
Q5428,
Q656,Q4363833
Q656,
Q656,Q4363833
Q656,Q4363833
Q5428,
Q656,
Q4375356,
Q5428,
Q5428,
Q5428,
Q1540303,
,
Q656,
Q4375356,
Q656,
Q649,
Q993,
Q626,
Q7835,
Q7835,
Q21,Q145
Q21,Q145
Q7835,
Q46291,
Q649,
Q41,
Q159,Q34266
Q626,
Q198145,
Q84,
Q406,Q16869
Q196651,
Q900,
Q900,
Q5470,
Q29,
Q29,
Q649,
Q891,
Q2320137,
Q159,Q34266
Q649,
Q649,
Q649,
Q649,
Q900,
Q649,
Q649,
Q84,
Q649,
Q84,
Q1028,
Q649,
Q649,
Q4361256,
Q649,
Q200705,
Q200705,
Q613676,
Q159,Q34266
Q90,
Q90,
Q90,
Q656,
Q656,
Q30,
Q30,
Q136834,
Q649,
Q90,
Q180083,
Q90,
Q1899,
Q649,
Q90,
Q90,
Q42308,
Q649,
Q42308,
Q90,
Q90,
Q90,
Q2423,
Q2423,
Q2423,
Q180083,
Q90,
Q159,Q34266
Q90,
Q159,Q34266
Q626,
Q159,Q34266
Q90,
Q90,
Q90,
Q42308,
Q42308,
Q649,
Q649,
Q159,Q34266
Q90,
Q90,
Q90,
Q4539947,
Q42308,
Q649,
Q656,
Q626,
Q626,
Q90,
Q18869,
Q90,
Q626,
Q626,
Q626,
Q626,
Q626,
,
,
Q38,
Q21,Q145
Q626,
Q626,
Q90,
Q90,
Q626,
Q626,
Q90,
Q90,
Q90,
Q891,
Q46,
Q46,
Q90,
Q90,
Q626,
Q626,
Q90,
Q626,
Q626,
Q626,
Q159,Q34266
Q626,
Q626,
Q90,
Q90,
Q90,
Q90,
Q142,
Q90,
Q90,
Q90,
Q90,
Q626,
Q626,
Q626,
Q90,
Q649,
Q649,
Q649,
Q649,
Q649,
Q649,
Q656,
Q649,
Q649,
Q649,
Q649,
Q649,
Q649,
Q649,
Q649,
Q649,
Q4439616,
Q649,
Q4439616,
Q4079689,
Q4079689,
Q39085071,
Q649,
Q208175,Q270725
Q649,
Q649,
Q649,
Q649,
Q649,
Q649,
Q5332,
Q5332,
Q649,
Q158799,
Q158799,
Q158799,
,
Q649,
Q649,
Q205922,
Q649,
Q804,
Q649,
Q18869,
Q649,
Q649,
Q649,
Q649,
Q649,
Q649,
Q649,
Q649,
,
Q649,
,
Q221457,
Q53139,
Q649,
Q649,
Q649,
Q649,
Q36,
Q649,
Q656,
Q656,
Q649,
Q649,
Q626,
Q649,
Q649,
Q626,
Q626,
Q626,
Q626,
Q649,
Q649,
Q649,
Q626,
Q626,
Q37,
Q37,
Q37,
Q649,
Q649,
Q24728680,
Q626,
Q5428,
Q46,
Q194242,
Q33946,
Q183,
Q194242,
Q21,Q145
Q30,
Q1208250,Q11746
Q142,
Q8680,
Q21,Q145
Q8680,
Q8680,
Q55018,
Q30,
Q21,Q145
Q21,Q145
Q84,
Q350,
Q84,
Q668,
Q21,Q145
Q21,Q145
Q84,
Q21,Q145
Q1345,
Q21,Q145
Q21,Q145
Q21,Q145
Q33959,
Q33959,
Q15,
Q15,
Q30,
Q30,
Q17,
Q664,
Q84,
Q664,
Q17,
Q30,
Q664,
Q408,
Q408,
Q39,
,
Q14381,
Q807,
Q39,
Q162746,
Q142,
Q39,
Q46,
Q159,
Q98,
,
Q21,Q145
,
,
Q21,Q145
Q668,
Q84,
,
Q84,
Q1345,
Q1792,
Q1792,
Q11725,
Q46913,
Q84,
Q21,Q145
Q30,
Q84,
Q6583,
Q84,
Q46,
Q30,
Q84,
Q84,
,
Q23311,
Q11690,
,
,
,
Q38283,
Q155,
,
,
,
,
Q21,Q145
,
Q21,Q145
Q30,
,
Q17,
,
,
,
Q98,
Q30,
Q65,
,
Q46,
,
Q98,
,
,
Q30,
Q46,
Q21,Q145
Q46,
Q84,
,
Q81126,
Q21,Q145
,
,
Q98,
,
,
Q84,
,
Q1486,
,
Q38234,
,
Q717,
,
Q61,
,
,
Q656,
Q7835,
Q37133,
,
Q656,
Q1761310,Q1540321
,
Q656,
Q7835,
Q656,
Q656,
Q7835,
,
,
Q623684,
Q7835,
Q656,
Q7947,
Q4428633,
Q4428633,
Q4215859,
Q4428633,
Q4428633,
Q16718578,
Q4215859,
Q4215859,
Q7525,
Q19566,
Q7525,
Q7525,
Q7525,
Q2367699,
Q4205706,
Q7835,
Q1130771,
Q17682271,Q4350408
Q4517160,
Q4215859,
Q7525,
Q2367699,
Q7835,
Q4517160,
Q4517160,
Q7525,
Q7525,
Q7525,
Q4215859,
Q128499,
Q7525,
Q158491,
Q157065,
Q7525,
Q7525,
Q7835,
Q656,
Q656,
Q656,
Q7525,
Q17682271,
Q406,Q16869
Q16718578,
Q16718578,
Q4428633,
Q7525,
Q7525,
Q656,
Q2305208,
Q7835,
Q656,
Q656,
Q7525,
Q406,Q16869
Q656,
Q133274,
Q406,Q16869
Q90,
Q7525,
Q90,
Q937930,
,
Q7525,
Q7835,
Q34266,Q34266
Q19566,
Q4517160,
Q406,Q16869
Q406,Q16869
Q406,Q16869
Q406,Q16869
Q42308,
Q908,
Q1899,
Q1899,
Q40855,
Q40855,
Q40855,
Q1899,
Q1540321,
Q1540321,
Q1761310,
Q505954,
Q505954,
Q505954,
Q406,Q16869
Q35958,
Q90,
Q64,
Q2807,
Q406,Q16869
,
,
Q2807,
Q2807,
Q406,
Q159,Q34266
Q90,
Q90,
Q90,
Q142,
Q23482,
Q390637,
Q2807,
Q90,
Q90,
Q90,
Q90,
Q90,
Q406,Q16869
Q7835,
Q406,Q16869
Q7835,
Q7835,
Q7835,
Q159,Q34266
Q7525,
Q90,
Q406,Q16869
Q1471,
Q35958,
Q656,
Q90,
Q4213639,
Q406,Q16869
Q90,
Q1524,
Q23482,
Q406,Q16869
Q4215859,
Q34266,
Q656,Q4363833
Q2807,
Q5979280,
Q2807,
Q29,
Q5770351,
Q1563,
,
,
Q531729,
Q2807,
,
Q18417553,
Q5770351,
Q2807,
Q18417553,
,
Q22647,
Q18417553,
,
Q18417553,
Q52535,
Q167749,
,
Q18417553,
Q1633443,
,
Q22647,
Q15140103,
,
Q907241,
Q907241,
Q907241,
Q907241,
,
,
Q907241,
Q5739,Q173063
Q11125,
,
Q11006941,
Q828,
Q236,
Q533895,
,
Q1750966,
Q1750966,
,
Q29,
